Name,Age,Salary,Email,Join_Date,Gender,Department,Rating
Christopher Cruz,33,122739,thomaspitts@smith.com,27-05-2016,Female,Finance,3.8
Jennifer Montgomery,39,86030,kingamanda@patterson.com,30-01-2024,Male,Sales,2.4
Stacy Boyd,25,107556,megan66@williams.com,18-12-2020,Female,Sales,1.8
Mario Mitchell,50,123366,whitejulia@little-moyer.com,04-01-2019,Female,Finance,2.3
Alyssa Young,31,56992,hgregory@vasquez.com,17-03-2021,Other,Finance,3.8
Kristen Jones,28,52317,christinehenry@evans.com,18-01-2017,Male,Admin,2.1
Justin Harris,22,124649,zacharystewart@stark-salas.com,16-03-2017,Other,Finance,2.9
Jean Walter,55,130645,hendersonandre@hotmail.com,27-01-2023,Female,Sales,4.7
Karen Harper,34,100290,canderson@gmail.com,05-09-2019,Female,IT,3.6
William Warren,36,132339,hayeschristy@yahoo.com,03-10-2023,Female,Marketing,4.2
Lisa Hancock,45,32240,zdunn@jones-howard.info,14-03-2020,Other,Admin,4.4
James Espinoza,45,85776,corygregory@gmail.com,02-01-2025,Male,HR,4.8
Michael Kim,59,76497,william66@gmail.com,08-09-2019,Other,Sales,4.8
Nathan Lewis,53,76348,petersondevin@yahoo.com,31-03-2023,Male,HR,3.9
Natasha Murray,58,82435,jennasmith@shaw.com,03-03-2016,Other,IT,4.9
Jason Richardson,55,148303,lindalynch@wall.com,29-04-2019,Other,Marketing,3.7
Ryan Ramirez,26,71499,brittany39@yahoo.com,22-06-2022,Other,Operations,4
Brian Watson,33,81661,ebush@yahoo.com,28-11-2018,Female,Sales,2.6
Jennifer Warren,23,134112,barneskevin@hotmail.com,11-11-2022,Male,Finance,4.7
Theresa Stewart,22,136837,deborahdouglas@yahoo.com,02-04-2023,Other,IT,3.6
Jamie Carson,46,37169,hadkins@hotmail.com,15-05-2022,Female,Operations,2.8
Austin Marshall,43,144924,pnelson@oliver-davis.com,15-10-2021,Other,Admin,4.3
Robert Blake,59,135263,chapmandavid@calderon.com,17-10-2020,Other,HR,2.6
William Williams,37,47036,colleenosborne@oliver.com,12-09-2017,Male,Sales,4.1
Roger Stone,47,137549,xmartin@adams.com,07-05-2019,Other,Finance,1.2
Kelly Roberson,22,99226,jamesrubio@howell-wallace.biz,22-01-2019,Male,Sales,4.3
Micheal Hickman,50,72235,kimberly47@gmail.com,03-12-2023,Other,Finance,2
Mrs. Angela Coleman MD,49,111706,scottbrown@montgomery-shannon.com,06-12-2016,Female,Sales,3
Stephen Fisher,35,88837,deniseduffy@wood.org,01-05-2019,Female,Finance,4.2
Dr. Christy Thompson,55,148837,jasonball@navarro-cunningham.com,20-09-2017,Male,Sales,1.6
Bonnie Barker,51,76596,murphypaul@warren.com,27-06-2025,Other,Sales,2.7
Billy Woodward,28,99544,philipfletcher@schmidt.com,30-05-2022,Female,Admin,3.9
Tammy Wright,28,143499,obriendwayne@hotmail.com,19-02-2017,Female,Sales,3.1
Allison Williams,52,78348,robertreed@russell.biz,03-10-2024,Female,Operations,2.6
James French,59,43685,etaylor@reid.biz,12-12-2021,Male,Operations,4.2
Jermaine Aguilar,33,34705,ryan31@hotmail.com,12-03-2025,Female,HR,1.8
Roberto Yang,57,45516,uhall@olsen.com,31-05-2016,Female,Finance,1.7
Heather Nguyen,29,52267,jessica96@yahoo.com,04-10-2018,Male,HR,4.8
Jeff Harris,40,71211,smithtiffany@english-patterson.com,26-04-2018,Male,IT,4.4
Brittany Young,36,115354,austindaniel@gmail.com,07-01-2016,Other,Operations,3.5
Kelly Steele,31,68797,mahoneycraig@williamson-ramirez.biz,09-07-2021,Male,Admin,1.7
Patrick Velazquez,22,64813,youngzachary@gmail.com,30-10-2020,Other,Admin,3.6
Todd Rice,30,106486,ebrennan@hotmail.com,02-09-2017,Male,IT,1.3
Brenda White,59,117336,frankannette@allen.biz,19-01-2023,Male,Marketing,1.7
Cameron Walls II,49,130928,vwest@hotmail.com,18-10-2023,Female,Sales,1.4
James Jimenez,41,37762,christy26@hotmail.com,23-09-2025,Female,Finance,4.2
Mark Mills,53,100003,lori39@diaz.com,05-12-2020,Female,Sales,2
Michelle Moore,40,140269,lawrence23@barnes-werner.net,21-08-2016,Female,Marketing,3.6
Jeffrey Atkinson,22,107311,wendymoore@gmail.com,29-02-2020,Other,Sales,1.5
Sarah Sims,55,91429,zdalton@gmail.com,04-03-2018,Male,HR,2.7
Joshua Brown,56,103769,richard82@collins.com,14-03-2016,Other,Finance,2.3
Jessica Lee,58,93990,douglas73@porter-morris.com,06-05-2024,Male,Operations,3.9
Ryan Martin,29,65091,gardnerrichard@lewis.com,13-10-2019,Male,Admin,4.9
Manuel Lang,40,73225,moraaustin@skinner-gallegos.biz,28-12-2022,Female,Admin,2.5
Thomas Nichols,34,116388,josephandersen@hotmail.com,18-03-2022,Female,Operations,3.5
Judy Clark MD,57,142512,walterward@coleman.biz,02-02-2018,Other,Marketing,3.7
Joshua Underwood,23,35510,grosslaura@yahoo.com,25-07-2022,Male,Finance,3.1
Brenda Hutchinson,30,113232,liuconnie@gmail.com,08-01-2017,Male,Operations,2
Gregory Davenport,60,36328,jacksonrachel@wolfe-hubbard.com,31-08-2021,Male,IT,3.4
Chloe Newman,25,122618,lynnkevin@hotmail.com,30-04-2016,Female,IT,3.7
Darrell Murphy,55,66631,andre76@friedman.com,23-05-2025,Female,Admin,3.9
Jesse Harrington,41,71248,gibsonpatrick@gmail.com,01-02-2018,Male,IT,1.7
Mariah Rodriguez,30,141359,qellis@yahoo.com,14-12-2017,Female,Operations,3.4
Lucas Robinson,50,34051,bryantjanet@hotmail.com,04-03-2017,Male,Operations,3.7
Troy Colon,55,139889,jonathanwang@hotmail.com,16-12-2024,Other,HR,3.6
Erika Gordon,35,86585,phamjimmy@sullivan.com,06-02-2020,Male,Marketing,1.1
Debra Moore,38,39765,mooremark@buck.org,11-07-2022,Other,IT,1.5
Sarah Walker,54,147351,thansen@williams-marquez.com,19-12-2017,Other,Admin,4.7
Ms. Sarah Baker,22,81773,trevinowesley@tucker-howard.biz,16-10-2018,Male,Admin,4.6
David Howell,58,109449,smithjoshua@hotmail.com,29-04-2020,Male,HR,4.9
Danielle Brooks,36,43978,oarcher@gmail.com,16-04-2022,Other,Sales,1.9
Sherri Singleton,48,67863,nhunter@gmail.com,25-10-2020,Female,Admin,1.1
Seth Murray,53,78213,stevenkoch@yahoo.com,18-09-2022,Female,Sales,1.6
Mark Wilson,58,98720,jonathan25@gmail.com,10-01-2021,Female,Admin,3.4
John Sampson DDS,41,114298,grosario@yahoo.com,02-02-2019,Female,HR,1.4
Amber Dunn,26,90555,yatesglenn@allen.com,18-06-2020,Male,Finance,1
Rachel Cruz,55,79236,stephensshannon@dillon.biz,05-12-2021,Female,HR,1.3
Sarah Thomas,51,118524,hughesanna@estes.net,22-07-2022,Other,Sales,4.9
Barbara Key,53,136349,chencharles@gmail.com,16-01-2017,Other,HR,3
Mr. Thomas Kramer,40,93371,brian47@glover.com,27-03-2020,Female,IT,1.9
Charles Lambert,27,120550,malvarado@johnson-mitchell.com,06-12-2022,Other,Marketing,1.6
Kristen Washington,59,110194,nicholaswilliams@hotmail.com,22-06-2020,Other,IT,2.3
Carlos Douglas,57,60412,vcallahan@nixon.com,18-06-2020,Female,Finance,2.4
Marie Stevenson,38,39705,allen84@yahoo.com,28-06-2020,Male,Sales,4.9
Ryan Bowers,59,70806,mariafowler@gmail.com,06-06-2018,Female,Marketing,2.7
Anthony Sutton,31,144562,rose71@wilson.org,29-01-2023,Other,IT,3.7
Matthew Warren,27,81291,dmitchell@hotmail.com,17-06-2020,Male,Sales,4.8
Gina Mathews,36,129532,daniel57@johnson.com,24-05-2021,Other,Sales,1.1
Robert Nolan,24,61358,craig49@martin.com,01-05-2018,Other,Admin,2
Mr. Kerry Nguyen,38,86717,jlewis@maldonado-bailey.net,03-02-2023,Male,IT,4.9
Angela Martinez,52,128050,justin30@hensley.org,22-01-2020,Male,Marketing,3.1
James Brown,45,108761,brooksstephanie@gmail.com,11-01-2016,Other,Finance,1.8
Douglas Wallace,41,93329,gloria12@simmons.info,04-11-2016,Other,HR,2.9
Alex Cardenas,23,30637,cameronjody@jones-ramirez.com,03-09-2022,Male,Sales,1
Gabriel Griffin,56,53678,matthewking@yahoo.com,13-03-2016,Other,Marketing,2.5
Joseph Cooper,23,31819,mcdaniellauren@glenn-smith.org,31-03-2021,Female,Marketing,3.6
Roger Oneill,40,73224,velezanthony@bass.com,22-05-2018,Other,IT,2.2
Michael Hayes,44,135974,dsnyder@yahoo.com,15-07-2025,Male,Marketing,3
Cody Williams,29,132709,linda36@lowe.org,12-10-2023,Female,HR,4.3
Kevin Ford,29,129086,kenneth55@pierce.net,05-11-2019,Female,IT,1.8
Charles Carney,47,103023,tylerramirez@cisneros.net,27-10-2025,Male,Finance,1.6
Daniel Pierce,34,58494,stacy94@downs.com,01-06-2021,Other,Sales,3.2
Adam Peters,33,105009,scottturner@evans.com,19-07-2022,Female,Finance,5
Virginia Hamilton,44,68412,banderson@yahoo.com,04-08-2016,Female,Finance,3.3
Kayla Riley,55,87263,justin44@moody.com,24-06-2024,Female,IT,4.7
Richard Dean,55,128530,jack89@hotmail.com,23-08-2017,Male,Operations,4.4
Whitney Stanton,25,31447,mendozagina@khan.com,04-06-2016,Female,Marketing,3.2
Adam Faulkner,59,64290,sally45@richards.com,07-12-2020,Female,Marketing,2.7
Steven Carroll,36,139694,jessica23@yahoo.com,02-08-2019,Other,Operations,3
Megan Johnson,25,74997,suttontonya@deleon.com,06-04-2022,Female,Admin,4
Brittany Wilson,55,97383,linda44@sanchez.com,28-02-2020,Male,Operations,1.7
Heather Gonzalez,23,37027,scott47@yahoo.com,28-10-2021,Male,Operations,1.2
David Howe,52,94617,fitzpatrickjennifer@hotmail.com,30-06-2020,Female,Operations,2.9
Adam Miller,40,63557,joshuaharris@hotmail.com,20-09-2016,Female,Admin,1.4
Ryan Buchanan,38,111159,diane76@yahoo.com,13-02-2022,Female,HR,2
Lindsay Jensen,44,96298,ekeller@johnson.com,09-08-2020,Other,Admin,3
Alice Smith,39,132756,jerry56@gilmore.com,23-04-2024,Male,HR,1.9
Alison Case,41,84774,brownstefanie@sanders.org,22-10-2024,Other,Marketing,1.2
Brent Anderson,31,92409,edwardlane@nichols.org,19-08-2016,Male,Sales,2.1
Jessica Rich,42,38373,donna22@potter-skinner.org,19-08-2022,Other,Marketing,2.1
Megan Gray,29,128987,kayladavis@mendoza.org,31-01-2024,Male,Sales,4.3
Steve Davis,29,129761,jeffreymoody@mahoney.com,05-03-2025,Male,Admin,2
Leslie Simpson,59,58402,courtneylambert@hotmail.com,12-05-2017,Male,IT,4.8
Melissa Diaz,24,124566,nicholas58@hotmail.com,07-08-2016,Male,Finance,3.8
Elizabeth Moss,44,70976,carlosdaugherty@watson.biz,08-05-2021,Other,Marketing,4.9
David Scott,54,106979,granterin@yahoo.com,27-10-2023,Other,Sales,2.5
Michael Martin,27,48042,lawrencesamuel@hotmail.com,22-03-2024,Female,Marketing,1.8
Richard Scott,32,102616,cooksusan@carr.com,11-09-2018,Female,HR,3.3
Robert Gutierrez,31,45954,mcarroll@patrick.com,18-10-2016,Female,Finance,1.1
Jimmy Brown,37,82493,curtis54@hotmail.com,09-05-2018,Male,Operations,1.6
Jacqueline Whitaker DVM,23,88353,wshaw@gmail.com,02-04-2019,Male,HR,1.3
Kara Tyler,39,88810,ericajackson@fields-lara.info,13-04-2016,Male,HR,3.8
Erika Brown,40,40564,dixonsusan@frank.com,14-10-2017,Female,HR,4.2
Patricia Strickland,38,137708,wharris@hunt-frazier.info,26-12-2019,Male,Admin,2.2
Daniel Figueroa,60,87202,susanhenry@hotmail.com,01-08-2025,Other,IT,1.6
James Hughes,38,118732,amberbailey@pena.biz,03-12-2018,Other,IT,1.4
Christina Francis,50,53472,patricia44@west.com,11-02-2024,Other,Sales,2.7
Victor Henry,46,111447,gabriel76@gmail.com,16-04-2017,Female,Sales,3.9
Peter Guzman,53,108368,bcarpenter@yahoo.com,13-07-2022,Other,Marketing,2.4
Scott Raymond,28,74277,steven41@gmail.com,08-03-2020,Male,IT,3.2
Curtis Wilson,26,106712,leslienorris@gmail.com,24-10-2025,Other,Marketing,2.4
Olivia Thompson,53,133059,kaitlyn89@gmail.com,18-10-2023,Female,Sales,3.9
Lisa Hicks,49,135350,pharris@yahoo.com,04-08-2020,Male,Finance,4.5
Kayla Berger,55,37259,bkelly@gmail.com,29-07-2019,Other,HR,3.7
Wesley Booker,37,56230,julie77@gmail.com,19-08-2019,Female,Sales,1.8
Donna Briggs,52,127253,valvarado@hurst.com,24-05-2017,Male,IT,4.6
Brenda Brown,27,129474,vfinley@yahoo.com,01-10-2019,Other,HR,4.9
Erin Garcia,55,38258,robertsjason@bennett.com,09-02-2025,Male,IT,3.2
Michael Cortez,38,108691,glasschristopher@nichols-williams.info,07-05-2023,Other,Sales,2.4
Amanda Jordan,28,120682,timothy92@gmail.com,18-08-2016,Other,Marketing,5
Dawn Lopez,60,91265,jadeparker@kirby-lutz.com,27-08-2022,Male,Finance,4.5
Michael Allen,50,54020,wsmith@yahoo.com,25-05-2022,Female,HR,2.8
Melissa Obrien,46,39124,eparsons@chan-cooper.org,10-03-2019,Other,Operations,4
Jordan Perez,56,136528,sarahsoto@hotmail.com,30-09-2019,Female,HR,4.8
Sherry Mathis,47,30295,donaldwarren@cameron.biz,06-10-2023,Female,Finance,4.7
Rachel Garza,42,92016,tammygonzalez@lewis.com,25-01-2025,Other,Operations,3.1
Anthony Young,25,113678,katherine75@hotmail.com,15-10-2023,Female,Admin,2.5
Cody Cross,51,55089,dennisbutler@ritter-martin.net,21-08-2024,Male,Sales,2.3
Debra Moreno,46,104847,carlos83@yahoo.com,14-12-2022,Male,Sales,1.1
Jennifer Bray,25,93020,osmith@hoffman.com,02-05-2020,Other,IT,2.5
Alan Fuller,26,31432,richard04@gmail.com,05-02-2023,Other,Operations,4.3
Charles Lee,51,132175,rogersrodney@hotmail.com,21-05-2020,Male,Admin,3.3
Christopher Phillips,30,95694,gonzalesveronica@frazier-martin.info,13-01-2018,Male,Finance,3.6
Jessica Roberts,23,91897,susan63@miller-fuller.com,06-10-2016,Male,Admin,3.2
Joshua Olson,25,79064,james36@day.com,01-01-2017,Male,Marketing,2.7
Taylor Schmitt,53,77572,dwright@yahoo.com,27-04-2018,Female,IT,4.6
Brian Lopez,54,70046,fnguyen@yahoo.com,07-07-2025,Other,Marketing,1.8
Jeffrey Walters,34,61910,csmith@calderon-pena.com,21-11-2023,Other,IT,3.6
Erin Duncan,48,30579,james29@yahoo.com,12-09-2024,Female,Operations,4.7
Randall Potter,35,76191,stewartandrew@yahoo.com,17-05-2025,Other,IT,1.8
Kristin Pearson,31,128571,garciaadam@harris.com,17-11-2018,Other,Marketing,3.3
Patrick Coffey,41,107681,briannaday@walker.org,08-08-2023,Other,Operations,2.4
Jason Walker,24,36805,briannagonzales@hotmail.com,24-09-2024,Other,IT,1.3
Douglas Singh,44,46683,jacksondustin@wilson.info,12-10-2018,Other,Sales,4.4
Mackenzie Cain,22,122743,christina56@hotmail.com,05-10-2020,Other,Marketing,3.7
Cassandra Buchanan,27,51642,karenrose@yahoo.com,04-05-2022,Male,IT,3.4
Nicole Mclaughlin,48,39578,mcknightkaren@yahoo.com,08-06-2021,Other,Finance,2.1
Anthony Smith,27,54183,apriljohnson@gmail.com,25-03-2022,Female,Marketing,2
Summer Hickman,48,39368,matthew92@bates-gay.com,20-08-2025,Male,Operations,1.9
Danielle Perez,50,89254,bwarner@gmail.com,01-09-2017,Male,Finance,4.2
Rebecca Blair,55,139308,justin19@hotmail.com,01-06-2024,Male,Sales,3.4
Jordan Adkins,46,65321,oharris@adams-gaines.biz,30-08-2023,Male,HR,4.7
Samantha Smith,37,73691,karen41@johnston.com,02-07-2018,Female,Admin,1
Sandra Rogers,38,75613,jeremysparks@hotmail.com,13-03-2022,Female,HR,4.3
Gary Stokes,27,47202,elizabeth99@stout.com,07-10-2016,Male,IT,2.4
Mario Rogers,22,124350,williamhughes@smith.com,07-02-2018,Male,Finance,3.9
Michael Randolph,42,140454,ewashington@bowen-hoffman.com,09-09-2018,Other,Marketing,2.9
Thomas Brown,32,99334,lorihowe@novak.com,03-01-2021,Other,Finance,1.4
Michael Kane,24,97953,marshcolleen@gmail.com,26-03-2024,Other,Admin,1.7
Christopher Schneider,30,99208,vmartinez@beck-hoffman.com,07-09-2017,Female,Sales,2.4
Samuel Warner,36,134847,vincentcasey@reid-martinez.net,17-11-2017,Male,Operations,3.1
Jamie King,26,132489,amandabarrett@murphy.org,02-05-2022,Other,Admin,4.6
James Clark,50,39343,roberto27@gmail.com,21-04-2023,Male,Operations,4.6
Danielle Kelly,56,106952,milleramy@anderson-anderson.org,23-06-2016,Male,Admin,3.8
Jason Sexton,56,69297,woodvalerie@gmail.com,27-12-2024,Other,Marketing,3.7
Natalie Glenn,26,41081,brianhicks@yahoo.com,11-02-2021,Other,Sales,5
Jamie Horton,39,55730,lindseymary@santos-andrews.com,20-09-2016,Other,HR,1.3
Andrew Carter,49,87727,josephanderson@hotmail.com,24-04-2025,Male,Sales,1.5
Joshua Johnson,49,133248,jeff56@randall.org,14-04-2020,Other,IT,1.9
Jorge Santiago,51,75260,brittneywilliams@gmail.com,31-12-2019,Female,Marketing,4.2
Sharon English,22,33914,joseph30@hancock-hunter.com,07-03-2019,Male,Sales,3.2
Emily Rodriguez,25,137594,brian93@young-everett.biz,14-01-2021,Other,Finance,1
Michael Barnes,49,96349,mitchelljoseph@phillips-mills.org,18-06-2019,Male,Sales,2.5
Douglas Elliott,43,94534,martinharrell@gmail.com,18-01-2021,Female,Sales,1.4
Michelle Ross,46,131997,hallen@gmail.com,20-08-2020,Female,Admin,4.4
Andrea Perez,48,55609,wsherman@moreno.com,12-11-2022,Other,Operations,3.5
Antonio Gregory,43,56275,gary66@morris.com,14-01-2022,Female,HR,4.2
Tiffany Patterson,49,132022,evelynschneider@yahoo.com,18-11-2022,Male,Admin,2.1
Danielle Jones,22,71455,davidthompson@hotmail.com,05-02-2016,Other,HR,1.5
Paul Pineda,53,113577,ronald15@yahoo.com,30-01-2017,Male,HR,4.5
Lindsay Bishop,37,118180,kevin55@patterson-gomez.com,07-05-2016,Other,Operations,2.7
Jamie Sullivan,29,125551,amandarobinson@hotmail.com,18-12-2016,Male,Operations,4.3
Julie Rodgers,60,31564,robbinselizabeth@yahoo.com,20-07-2024,Female,Sales,4.8
David Wilson,23,113233,gonzalezisabella@gmail.com,20-02-2022,Female,HR,3.7
Laura Parker,54,127547,msanchez@walker.com,28-07-2025,Other,Operations,2.8
Karen Brooks,47,47816,blee@mclean.com,21-09-2025,Male,Sales,2.4
Sylvia Moss,42,87232,russellbrian@shields-nelson.com,01-06-2019,Other,Finance,2.6
Brittany Li,58,92224,andrew71@roberts.org,10-03-2019,Male,Admin,3.7
April Vargas,50,86284,hcook@yahoo.com,30-01-2016,Male,Marketing,3.7
Rebecca Golden,23,113405,travisortiz@hotmail.com,21-06-2019,Female,Sales,3.7
Lauren Bennett,48,102660,fkelley@yahoo.com,24-01-2016,Female,IT,4.7
Colleen Smith,56,47389,ryanwilliams@hall.org,18-02-2017,Male,Sales,3.4
Kevin Brown,38,76982,kathrynmercado@hotmail.com,05-09-2025,Female,Sales,1
Deborah David,51,66533,kristenmata@ross.com,29-05-2022,Male,IT,3.2
Michael Sandoval,23,122849,zhudson@hotmail.com,18-04-2016,Other,Operations,4.3
Earl Perez,31,36825,lyoung@gmail.com,30-03-2023,Male,Sales,3.3
Paul Yoder,51,124537,foxaustin@gmail.com,01-01-2021,Other,Operations,1.4
Karen Woodard,59,141423,ugraham@yahoo.com,08-03-2023,Other,Operations,3.1
James Rivers,53,119454,andrewsdaniel@rosario.biz,22-03-2022,Male,Finance,4.8
Reginald Key,38,137145,steven34@yahoo.com,22-08-2020,Male,Sales,1.1
Ronald Smith,30,67298,zmaddox@yahoo.com,14-03-2021,Female,Operations,2.4
Angela Armstrong,39,91372,nathanlopez@gmail.com,23-07-2017,Female,IT,1.4
Ronald Mccarty,49,125517,dannysanchez@yahoo.com,21-06-2017,Other,Operations,3.8
Deanna Perkins,60,85777,aponce@yahoo.com,23-11-2018,Other,IT,4.1
Lisa Curtis,41,128007,ajames@yahoo.com,08-03-2025,Male,Operations,1.3
Kristin Smith,31,95872,charles46@gmail.com,27-11-2018,Other,IT,4.3
Joseph Walls,50,61726,tammywilliams@hotmail.com,26-08-2020,Female,Sales,2.4
Shane Smith,29,92037,joshua49@gmail.com,24-01-2019,Female,Finance,1.4
Laura Johnson,47,106991,ybarrett@yahoo.com,07-01-2022,Male,Admin,1.8
Kevin Brown,22,68517,michaelbridges@fisher-marquez.com,03-11-2018,Other,HR,1.6
Kathryn Smith,27,67151,zhawkins@bowers.com,04-11-2017,Female,Finance,4.7
Jessica Kline,24,114773,haleanthony@sullivan.com,26-07-2022,Male,Sales,2.4
Kaitlin Roberts,34,110192,harrellmelanie@austin.com,12-10-2017,Female,IT,3.4
Beth Nixon,53,60803,briancook@dixon.com,20-12-2020,Female,Admin,4
Julian Morales,38,116808,briana17@hotmail.com,05-01-2020,Other,Marketing,1.7
Lisa Saunders,41,115831,carolwilliams@glover.com,05-03-2017,Male,Operations,4.4
Derek Bennett,41,105887,wilsonvalerie@hotmail.com,03-09-2018,Other,Operations,3
Rachel Williams,33,87020,tylerball@gmail.com,28-01-2024,Other,HR,3.7
Kelly Ward,55,149433,butlerevan@smith.net,01-08-2022,Male,Marketing,2.7
William Wilson,52,79457,nhernandez@hotmail.com,21-05-2025,Male,Finance,2.6
Kevin Stevenson,36,116123,xschneider@mckee-lee.com,09-05-2023,Male,Admin,1.9
Jeffrey Mayer,53,37699,davidfrazier@baker.com,18-05-2018,Other,HR,2.7
David Ballard,56,38736,christophersmith@yahoo.com,25-04-2025,Female,Sales,1.3
Ashley Frederick,25,143064,gerald74@yahoo.com,01-01-2021,Other,Operations,1.8
Robert Jordan,43,34763,cummingsalexis@clark.net,28-02-2016,Male,IT,4.9
Allison Peterson,48,38533,spencerbeltran@allison-davis.net,31-12-2021,Female,HR,1.2
Kevin Hicks,25,67352,nathan39@jennings.com,21-05-2018,Other,Admin,2.7
Karen Keller,38,55438,briannasmith@avery.com,09-12-2015,Other,Operations,2.6
Laura Ross,52,76436,priscillabrowning@bailey.com,19-01-2017,Other,IT,1.1
Dr. Tyrone Edwards,33,149089,dixonpatrick@gmail.com,31-12-2017,Male,HR,3.1
Daniel Campbell,55,47999,vsantos@gmail.com,05-01-2016,Female,Operations,1.7
Jason Schultz,53,51624,frederickdanielle@conrad.com,07-10-2016,Male,Operations,1.8
Christine Phillips,35,86064,karen74@cook-ward.com,17-02-2023,Male,Admin,4.5
Alex Price,40,68736,boylerebecca@hotmail.com,19-01-2025,Male,HR,1.6
Mrs. Alexis Moreno PhD,49,72466,kennethcopeland@mathews-gutierrez.com,07-01-2020,Female,IT,2.5
Jennifer David,35,34242,keithpeter@hernandez-young.com,01-02-2024,Male,Operations,3.1
Joshua Michael,33,131090,nancy89@yahoo.com,02-02-2023,Female,Admin,3.8
Olivia Tucker,42,146032,glee@park-brown.com,14-08-2025,Female,IT,1.7
Terrance Kline,51,98273,alexismartinez@hotmail.com,12-03-2025,Male,Admin,4.9
Michele Johnson,60,49834,pwilson@rasmussen-hamilton.com,23-08-2017,Female,IT,3.1
Gabrielle Gross,23,101185,dustin82@taylor.biz,24-10-2024,Male,Finance,3.6
Gina Mullins,41,118430,kristine90@jenkins.biz,20-01-2017,Male,Marketing,4.7
Amanda Allen,59,64957,richard41@gmail.com,18-12-2021,Female,Marketing,1.6
Victoria Parker,29,140094,bobbyacosta@sawyer.net,11-05-2023,Female,IT,3.7
Melissa Logan,40,54997,amartinez@butler-bass.biz,02-03-2016,Other,Marketing,2.1
Michelle Jones,54,128381,suttonmargaret@gmail.com,02-01-2016,Female,Operations,2.1
Susan Barnes,32,137437,rosssteven@stevens-clay.info,11-10-2019,Female,Finance,2.2
Michael Johnson,57,32825,hallmary@macias-johnson.biz,07-12-2024,Female,Marketing,2
